"סִינוֹפְּסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%99%D7%A0%D7%95%D6%B9%D7%A4%D6%BC%D6%B0%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06468951-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E6%A6%82-n>		"大概"@qcn	
"גָּרַם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B8%D7%A8%D6%B7%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/01645601-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%87%B4-v>		"致"@qcn	
"גָּרַם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B8%D7%A8%D6%B7%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/01645601-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BC%95%E8%87%B4-v>		"引致"@qcn	
"גָּעַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B8%D7%A2%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/00824767-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A8%93%E8%A9%B1-v>		"訓話"@qcn	
"מְהֻפְּנָט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%94%D6%BB%D7%A4%D6%BC%D6%B0%D7%A0%D6%B8%D7%98-a>		<http://wordnet-rdf.princeton.edu/wn30/00865848-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%BF%B7-a>		"迷"@qcn	
"מְהֻפְּנָט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%94%D6%BB%D7%A4%D6%BC%D6%B0%D7%A0%D6%B8%D7%98-a>		<http://wordnet-rdf.princeton.edu/wn30/00865848-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%87%BA%E7%A5%9E-a>		"出神"@qcn	
"פְּנַאי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A4%D6%BC%D6%B0%D7%A0%D6%B7%D7%90%D7%99-n>		<http://wordnet-rdf.princeton.edu/wn30/15137676-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%96%92-n>		"閒"@qcn	
"קֶרֶן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A7%D6%B6%D7%A8%D6%B6%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/13358549-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%9F%BA%E9%87%91-n>		"基金"@qcn	
"שָׁוֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B8%D7%95%D6%B6%D7%94-a>		<http://wordnet-rdf.princeton.edu/wn30/00889831-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%8D%E7%AD%89-a>		"對等"@qcn	
"שָׁוֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B8%D7%95%D6%B6%D7%94-a>		<http://wordnet-rdf.princeton.edu/wn30/00889831-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%90%8C%E7%AD%89-a>		"同等"@qcn	
"שָׁוֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B8%D7%95%D6%B6%D7%94-a>		<http://wordnet-rdf.princeton.edu/wn30/00889831-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E8%87%B4-a>		"一致"@qcn	
"שָׁוֶה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B8%D7%95%D6%B6%D7%94-a>		<http://wordnet-rdf.princeton.edu/wn30/00889831-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E5%BE%8B-a>		"一律"@qcn	
"!נָכוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A0%D6%B8%D7%9B%D7%95%D6%B9%D7%9F-a>		<http://wordnet-rdf.princeton.edu/wn30/00633410-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AD%A3-a>		"正"@qcn	
"!נָכוֹן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A0%D6%B8%D7%9B%D7%95%D6%B9%D7%9F-a>		<http://wordnet-rdf.princeton.edu/wn30/00633410-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%8D-a>		"對"@qcn	
"תְּנוּעָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D6%B0%D7%A0%D7%95%D6%BC%D7%A2%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/08425303-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A4%E9%80%9A-n>		"交通"@qcn	
"עָרוּם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A8%D7%95%D6%BC%D7%9D-a>		<http://wordnet-rdf.princeton.edu/wn30/00457998-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B5%A4%E8%A3%B8%E8%A3%B8-a>		"赤裸裸"@qcn	
"עָרוּם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A8%D7%95%D6%BC%D7%9D-a>		<http://wordnet-rdf.princeton.edu/wn30/00457998-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A9%BA-a>		"空"@qcn	
"עָרוּם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A8%D7%95%D6%BC%D7%9D-a>		<http://wordnet-rdf.princeton.edu/wn30/00457998-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%89%93-a>		"打"@qcn	
"לְבֵנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9C%D6%B0%D7%91%D6%B5%D7%A0%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/02897820-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A3%9A-n>		"磚"@qcn	
"בְּקָרוֹב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%A7%D6%B8%D7%A8%D7%95%D6%B9%D7%91-r>		<http://wordnet-rdf.princeton.edu/wn30/00033922-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9B%BE%E5%B9%BE%E4%BD%95%E6%99%82-r>		"曾幾何時"@qcn	
"!דֵּי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B5%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00145571-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B6%B3%E4%BB%A5-r>		"足以"@qcn	
"!דֵּי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B5%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00145571-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B6%B3%E5%A0%AA-r>		"足堪"@qcn	
"!דֵּי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B5%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00145571-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B6%B3-r>		"足"@qcn	
"!דֵּי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B5%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00145713-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A0-r>		"夠"@qcn	
"!דֵּי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B5%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00035718-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%8C%BA-r>		"挺"@qcn	
"בְּמַקְבִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%9E%D6%B7%D7%A7%D6%B0%D7%91%D6%BC%D6%B4%D7%99%D7%9C-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E9%9D%A2-r>		"一面"@qcn	
"בְּמַקְבִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%9E%D6%B7%D7%A7%D6%B0%D7%91%D6%BC%D6%B4%D7%99%D7%9C-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E9%BD%8A-r>		"一齊"@qcn	
"בְּמַקְבִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%9E%D6%B7%D7%A7%D6%B0%D7%91%D6%BC%D6%B4%D7%99%D7%9C-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E8%88%89-r>		"一舉"@qcn	
"בְּרוֹשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%A8%D7%95%D6%B9%D7%A9%D7%81-n>		<http://wordnet-rdf.princeton.edu/wn30/11630489-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9F%8F-n>		"柏"@qcn	
"אֶנִיגְמָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B6%D7%A0%D6%B4%D7%99%D7%92%D6%B0%D7%9E%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/05685538-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A5%95-n>		"祕"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BF%85%E9%A0%88-v>		"必須"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8D%E5%BF%85-v>		"不必"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%9C%80%E8%A6%81-v>		"需要"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BF%85%E9%9C%80-v>		"必需"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8D%E8%A6%81-v>		"不要"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8B%BF-v>		"勿"@qcn	
"דָּרַשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02627934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%9C%80-v>		"需"@qcn	
"הִבְדִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%91%D6%B0%D7%93%D6%BC%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00650353-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8D%80-v>		"區"@qcn	
"הִבְדִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%91%D6%B0%D7%93%D6%BC%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00650353-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%88%86-v>		"分"@qcn	
"!מַמָּשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B7%D7%9E%D6%BC%D6%B8%D7%A9%D7%81-r>		<http://wordnet-rdf.princeton.edu/wn30/00368663-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8D%E5%A4%9A%E4%B8%8D%E5%B0%91-r>		"不多不少"@qcn	
"מֵי-שׁוֹפְכִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B5%D7%99-%D7%A9%D7%81%D7%95%D6%B9%D7%A4%D6%B0%D7%9B%D6%B4%D7%99%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/14856893-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B1%A1%E6%B0%B4-n>		"污水"@qcn	
"מֵי-שׁוֹפְכִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B5%D7%99-%D7%A9%D7%81%D7%95%D6%B9%D7%A4%D6%B0%D7%9B%D6%B4%D7%99%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/14856893-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B1%99-n>		"汙"@qcn	
"הוֹרִיד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D7%95%D6%B9%D7%A8%D6%B4%D7%99%D7%93-v>		<http://wordnet-rdf.princeton.edu/wn30/00045817-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%98%A6-v>		"瘦"@qcn	
"בִּיּוּב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%99%D6%BC%D7%95%D6%BC%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/14856893-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B1%A1%E6%B0%B4-n>		"污水"@qcn	
"בִּיּוּב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%99%D6%BC%D7%95%D6%BC%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/14856893-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B1%99-n>		"汙"@qcn	
"הִלְחִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9C%D6%B0%D7%97%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01705494-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AD%9C-v>		"譜"@qcn	
"הִלְחִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9C%D6%B0%D7%97%D6%B4%D7%99%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/01705494-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%AF%AB-v>		"寫"@qcn	
"מָסַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%A1%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02230772-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%81%9E%E7%B5%A6-v>		"遞給"@qcn	
"מָסַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%A1%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02230772-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A4-v>		"交"@qcn	
"הִתְעַלֵּל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%A2%D6%B7%D7%9C%D6%BC%D6%B5%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02516594-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%99%90-v>		"虐"@qcn	
"הִתְעַלֵּל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%A2%D6%B7%D7%9C%D6%BC%D6%B5%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/02516594-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%99%90%E5%BE%85-v>		"虐待"@qcn	
"!כַּמּוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9B%D6%BC%D6%B7%D7%9E%D6%BC%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/05108740-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E9%87%8F-n>		"大量"@qcn	
"מָקוֹר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%A7%D7%95%D6%B9%D7%A8-n>		<http://wordnet-rdf.princeton.edu/wn30/08507558-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%99%BC%E6%BA%90-n>		"發源"@qcn	
"מָקוֹר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%A7%D7%95%D6%B9%D7%A8-n>		<http://wordnet-rdf.princeton.edu/wn30/08507558-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BE%86%E6%BA%90-n>		"來源"@qcn	
"!אֲמִירָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%90%D6%B2%D7%9E%D6%B4%D7%99%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/07109847-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8F%A3%E4%B8%AD-n>		"口中"@qcn	
"!אֲמִירָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%90%D6%B2%D7%9E%D6%B4%D7%99%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/07109847-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AA%AA%E8%A9%9E-n>		"說詞"@qcn	
"!אֲמִירָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%90%D6%B2%D7%9E%D6%B4%D7%99%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/07151380-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BF%97%E8%AA%9E-n>		"俗語"@qcn	
"סִפְרָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%A4%D6%B0%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/13741022-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%95%B8%E4%BD%8D-n>		"數位"@qcn	
"סִפְרָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%A4%D6%B0%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/13741022-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BD%8D-n>		"位"@qcn	
"כָּפָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B8%D7%A4%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/02504562-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%BC-v>		"逼"@qcn	
"כָּפָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B8%D7%A4%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/02504562-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%96%BD-v>		"施"@qcn	
"כָּפָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B8%D7%A4%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/02504562-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%8C%BE-v>		"挾"@qcn	
"צָהֳרַיִם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A6%D6%B8%D7%94%D6%B3%D7%A8%D6%B7%D7%99%D6%B4%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/15165490-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8D%88%E9%96%93-n>		"午間"@qcn	
"אַחְיָנִית"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%97%D6%B0%D7%99%D6%B8%D7%A0%D6%B4%D7%99%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/10357613-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A7%AA-n>		"姪"@qcn	
"גֶּזַע"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B6%D7%96%D6%B7%D7%A2-n>		<http://wordnet-rdf.princeton.edu/wn30/13165815-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%B9-n>		"幹"@qcn	
"שַׁקְדָן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B7%D7%A7%D6%B0%D7%93%D6%B8%D7%9F-a>		<http://wordnet-rdf.princeton.edu/wn30/00754107-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8B%A4-a>		"勤"@qcn	
"!מִשְׂרָד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B4%D7%A9%D7%82%D6%B0%D7%A8%D6%B8%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/08337324-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B1%80-n>		"局"@qcn	
"!מִשְׂרָד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B4%D7%A9%D7%82%D6%B0%D7%A8%D6%B8%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/08337324-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BB%B3-n>		"廳"@qcn	
"!מִשְׂרָד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B4%D7%A9%D7%82%D6%B0%D7%A8%D6%B8%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/08337324-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%AE%A4-n>		"室"@qcn	
"!מִשְׂרָד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B4%D7%A9%D7%82%D6%B0%D7%A8%D6%B8%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/08337324-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%99%95-n>		"處"@qcn	
"הֵשִׁיב-בְּחִיּוּב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B5%D7%A9%D7%81%D6%B4%D7%99%D7%91-%D7%91%D6%BC%D6%B0%D7%97%D6%B4%D7%99%D6%BC%D7%95%D6%BC%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00797697-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%B4%8D-v>		"納"@qcn	
"הֵשִׁיב-בְּחִיּוּב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B5%D7%A9%D7%81%D6%B4%D7%99%D7%91-%D7%91%D6%BC%D6%B0%D7%97%D6%B4%D7%99%D6%BC%D7%95%D6%BC%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00797697-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%81%BD%E8%A6%8B-v>		"聽見"@qcn	
"!דָּרַךְ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B8%D7%A8%D6%B7%D7%9A%D6%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02092039-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B8%8F%E4%B8%8A-v>		"踏上"@qcn	
"הֶעֱבִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B6%D7%A2%D6%B1%D7%91%D6%B4%D7%99%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02230772-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%81%9E%E7%B5%A6-v>		"遞給"@qcn	
"הֶעֱבִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B6%D7%A2%D6%B1%D7%91%D6%B4%D7%99%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/02230772-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A4-v>		"交"@qcn	
"הִתְמוֹדֵד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%9E%D7%95%D6%B9%D7%93%D6%B5%D7%93-v>		<http://wordnet-rdf.princeton.edu/wn30/01072262-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%BC%83%E9%87%8F-v>		"較量"@qcn	
"הִתְמוֹדֵד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%9E%D7%95%D6%B9%D7%93%D6%B5%D7%93-v>		<http://wordnet-rdf.princeton.edu/wn30/01072262-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%A3%E6%88%B0-v>		"連戰"@qcn	
"הִתְמוֹדֵד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%9E%D7%95%D6%B9%D7%93%D6%B5%D7%93-v>		<http://wordnet-rdf.princeton.edu/wn30/01072262-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AF%94%E8%B3%BD-v>		"比賽"@qcn	
